business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
Keyhole Surgery Centre,Keyhole Surgery Centre,,,3.6,8,Level 8/187 Macquarie St,Sydney,NSW,Sydney,AU,+61292213919,+61 2 9221 3919,http://www.keyholesurgerycentre.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Keyhole%20Surgery%20Centre&query_place_id=ChIJVdTm9WquEmsRWru_t7R_cSg,5,525,keyhole-surgery-centre-sydney,Keyhole Surgery Centre - Bariatric Surgeon Sydney | Gastric Sleeve & Bypass,"Keyhole Surgery Centre is an experienced bariatric surgeon in Sydney with 5+ years experience. Rating: 3.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",14.40,3,"Sydney, NSW"
"Dr Alex Craven - Bariatric, Upper Gastrointestinal and General Surgeon",Alex Craven,Dr,general-bariatric,4.8,6,216 Burgundy St,Heidelberg,VIC,Melbourne,AU,+61398523777,+61 3 9852 3777,https://dralexcraven.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Alex%20Craven%20-%20Bariatric%2C%20Upper%20Gastrointestinal%20and%20General%20Surgeon&query_place_id=ChIJ94d_fT9H1moRDfaiCF3v9K4,5,525,alex-craven-heidelberg,Alex Craven - Bariatric Surgeon Heidelberg | Gastric Sleeve & Bypass,"Alex Craven is an experienced bariatric surgeon in Heidelberg with 5+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",14.40,3,"Heidelberg, VIC"
Mr Mark Cullinan,Mark Cullinan,Mr,,4.5,6,"Epworth Consulting Suites, Level 7 Lee Wing, 62 Erin St",Richmond,VIC,Melbourne,AU,(013) 004 47874,+61 1300 447 874,http://markcullinan.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Mark%20Cullinan&query_place_id=ChIJzSZVvSpC1moRntHNkQBh7JQ,5,525,mark-cullinan-richmond,Mark Cullinan - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Mark Cullinan is an experienced bariatric surgeon in Richmond with 5+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",13.50,3,"Richmond, VIC"
Dr Govind Krishna | Weight Loss & General Surgeon,Govind Krishna,Dr,general-bariatric,4.3,6,40 Bigge St,Liverpool,NSW,Sydney,AU,+61297230509,+61 2 9723 0509,https://drgovindkrishna.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Govind%20Krishna%20%7C%20Weight%20Loss%20%26%20General%20Surgeon&query_place_id=ChIJh6OjUMCVEmsRYghZtp_tKEg,5,525,govind-krishna-liverpool,Govind Krishna - Bariatric Surgeon Liverpool | Gastric Sleeve & Bypass,"Govind Krishna is an experienced bariatric surgeon in Liverpool with 5+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.90,3,"Liverpool, NSW"
Precision Integrated Medical Specialists,Precision Integrated Medical Specialists,,,4.2,6,260 Cotham Rd,Kew,VIC,Other,AU,+61388620000,+61 3 8862 0000,http://www.pimshealth.com.au/,Medical group,https://www.google.com/maps/search/?api=1&query=Precision%20Integrated%20Medical%20Specialists&query_place_id=ChIJI2D54zJD1moRt2IwX0lLrGc,5,525,precision-integrated-medical-specialists-kew,Precision Integrated Medical Specialists - Bariatric Surgeon Kew | Gastric Sleeve & Bypass,"Precision Integrated Medical Specialists is an experienced bariatric surgeon in Kew with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.60,3,"Kew, VIC"
UniHill Specialist Centre,UniHill Specialist Centre,,,5,5,Suite 32/240 Plenty Rd,Bundoora,VIC,Other,AU,+61394667338,+61 3 9466 7338,http://www.unihillsc.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=UniHill%20Specialist%20Centre&query_place_id=ChIJRx_vZ95I1moRiXq5spEetKY,5,525,unihill-specialist-centre-bundoora,UniHill Specialist Centre - Bariatric Surgeon Bundoora | Gastric Sleeve & Bypass,"UniHill Specialist Centre is an experienced bariatric surgeon in Bundoora with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.50,3,"Bundoora, VIC"
North Side Surgical Associates,North Side Surgical Associates,,,5,5,109/7 Ormond Blvd,Bundoora,VIC,Other,AU,+61399651830,+61 3 9965 1830,https://northsidesurgicalassociates.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=North%20Side%20Surgical%20Associates&query_place_id=ChIJ5SFOsJFJ1moRTi8mMeQM2No,5,525,north-side-surgical-associates-bundoora,North Side Surgical Associates - Bariatric Surgeon Bundoora | Gastric Sleeve & Bypass,"North Side Surgical Associates is an experienced bariatric surgeon in Bundoora with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.50,3,"Bundoora, VIC"
Dr. Paul J. Ah Tye,Paul J. Ah Tye,Dr.,,5,5,129 Cleeland St,Dandenong,VIC,Melbourne,AU,+61397939043,+61 3 9793 9043,https://cleelandspecialists.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Paul%20J.%20Ah%20Tye&query_place_id=ChIJa2o-iMMV1moRzKKwotyePeY,5,525,paul-j-ah-tye-dandenong,Paul J. Ah Tye - Bariatric Surgeon Dandenong | Gastric Sleeve & Bypass,"Paul J. Ah Tye is an experienced bariatric surgeon in Dandenong with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.50,3,"Dandenong, VIC"
Northern Specialist Group,Northern Specialist Group,,,5,5,"Northern Private Hospital, Level 2, Suite 11/12 Osburn Pl",Epping,VIC,Other,AU,(013) 006 78474,+61 1300 678 474,https://www.northernspecialistgroup.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Northern%20Specialist%20Group&query_place_id=ChIJC2YYaJBP1moRnAfCKgErVkk,5,525,northern-specialist-group-epping,Northern Specialist Group - Bariatric Surgeon Epping | Gastric Sleeve & Bypass,"Northern Specialist Group is an experienced bariatric surgeon in Epping with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",12.50,3,"Epping, VIC"
Northern Beaches Upper Gastrointestinal Surgery,Northern Beaches Upper Gastrointestinal Surgery,,,4.2,5,"Northern Beaches Hospital, Suite 16, Level 7/105 Frenchs Forest Rd W",Frenchs Forest,NSW,Other,AU,+61290986996,+61 2 9098 6996,https://www.nbugi.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Beaches%20Upper%20Gastrointestinal%20Surgery&query_place_id=ChIJq85GXMSrEmsR-rJ1YJXcG4U,5,525,northern-beaches-upper-gastrointestinal-surgery-frenchs-forest,Northern Beaches Upper Gastrointestinal Surgery - Bariatric Surgeon Frenchs Forest | Gastric Sleeve & Bypass,"Northern Beaches Upper Gastrointestinal Surgery is an experienced bariatric surgeon in Frenchs Forest with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.50,3,"Frenchs Forest, NSW"
Dr Ramez Bassari,Ramez Bassari,Dr,,4.2,5,"Suite 6.5 Level 6 Danks Wing Epworth Richmond, 89 Bridge Rd",Richmond,VIC,Melbourne,AU,+61393972223,+61 3 9397 2223,http://www.surgerymelbourne.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Ramez%20Bassari&query_place_id=ChIJRUdos6FD1moR8Itosin2opg,5,525,ramez-bassari-richmond,Ramez Bassari - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Ramez Bassari is an experienced bariatric surgeon in Richmond with 5+ years experience. Rating: 4.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.50,3,"Richmond, VIC"
Dr. Roy Brancatisano,Roy Brancatisano,Dr.,,5,4,"Norwest Business Park, Suite 2, Level 1, Hss/17-19 Solent Cct",Norwest,NSW,Other,AU,+61287110134,+61 2 8711 0134,http://www.circleofcare.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Roy%20Brancatisano&query_place_id=ChIJD9tPuuWhEmsRHMBoQtj7PuY,5,525,roy-brancatisano-norwest,Roy Brancatisano - Bariatric Surgeon Norwest | Gastric Sleeve & Bypass,"Roy Brancatisano is an experienced bariatric surgeon in Norwest with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Norwest, NSW"
Dr. Khalid Ahmed,Khalid Ahmed,Dr.,general-bariatric,5,4,Shop 3/66 Dublin St,Smithfield,NSW,Other,AU,+61281041333,+61 2 8104 1333,http://dr-khalidahmed.online/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Dr.%20Khalid%20Ahmed&query_place_id=ChIJA54XjaeXEmsR0LEnWYcYSAA,5,525,khalid-ahmed-smithfield,Khalid Ahmed - Bariatric Surgeon Smithfield | Gastric Sleeve & Bypass,"Khalid Ahmed is an experienced bariatric surgeon in Smithfield with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Smithfield, NSW"
Nutrition Solutions Victoria,Nutrition Solutions Victoria,,,5,4,62 Wellington Parade,East Melbourne,VIC,Melbourne,AU,+61394174087,+61 3 9417 4087,https://nutritionsolutionsvictoria.com.au/,Nutritionist,https://www.google.com/maps/search/?api=1&query=Nutrition%20Solutions%20Victoria&query_place_id=ChIJcUUbFOhC1moRnpRy7JHejsU,5,525,nutrition-solutions-victoria-east-melbourne,Nutrition Solutions Victoria - Bariatric Surgeon East Melbourne | Gastric Sleeve & Bypass,"Nutrition Solutions Victoria is an experienced bariatric surgeon in East Melbourne with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"East Melbourne, VIC"
Surgical Weight Loss Solutions,Surgical Weight Loss Solutions,,general-bariatric,5,4,163 Keilor Rd,Essendon,VIC,Other,AU,+61393795479,+61 3 9379 5479,http://www.surgicalweightlosssolutions.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Surgical%20Weight%20Loss%20Solutions&query_place_id=ChIJubvpgQtc1moRBJOW0tPM5YE,5,525,surgical-weight-loss-solutions-essendon,Surgical Weight Loss Solutions - Bariatric Surgeon Essendon | Gastric Sleeve & Bypass,"Surgical Weight Loss Solutions is an experienced bariatric surgeon in Essendon with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Essendon, VIC"
Heidelberg,Heidelberg,,,5,4,7/8 Martin St,Heidelberg,VIC,Melbourne,AU,+61394576690,+61 3 9457 6690,http://www.weightlosssurgerymelbourne.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Heidelberg&query_place_id=ChIJA_U_KYZG1moR_tn-0XMhq30,5,525,heidelberg-heidelberg,Heidelberg - Bariatric Surgeon Heidelberg | Gastric Sleeve & Bypass,"Heidelberg is an experienced bariatric surgeon in Heidelberg with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Heidelberg, VIC"
Medical Specialists on Collins - Mr Anthony Clough,Medical Specialists on Collins - Mr Anthony Clough,,,5,4,4/250 Collins St,Melbourne,VIC,Melbourne,AU,+61399583000,+61 3 9958 3000,http://www.anthonyclough.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Medical%20Specialists%20on%20Collins%20-%20Mr%20Anthony%20Clough&query_place_id=ChIJI6LlujND1moRxJvvPE0TkqM,5,525,medical-specialists-on-collins-mr-anthony-clough-melbourne,Medical Specialists on Collins - Mr Anthony Clough - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Medical Specialists on Collins - Mr Anthony Clough is an experienced bariatric surgeon in Melbourne with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Melbourne, VIC"
Aesthetik Profile - Dr Carmen Munteanu,Aesthetik Profile - Dr Carmen Munteanu,,,5,4,246 Mitcham Rd,Mitcham,VIC,Other,AU,+61398520545,+61 3 9852 0545,https://drcarmen.com.au/,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Aesthetik%20Profile%20-%20Dr%20Carmen%20Munteanu&query_place_id=ChIJAQC8Kxs51moRaUyzkQgtRWk,5,525,aesthetik-profile-dr-carmen-munteanu-mitcham,Aesthetik Profile - Dr Carmen Munteanu - Bariatric Surgeon Mitcham | Gastric Sleeve & Bypass,"Aesthetik Profile - Dr Carmen Munteanu is an experienced bariatric surgeon in Mitcham with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Mitcham, VIC"
Mr Ahmed Naqeeb,Ahmed Naqeeb,Mr,,5,4,343-357 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61388457428,+61 3 8845 7428,https://www.doctify.com/au/specialist/ahmed-naqeeb,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Ahmed%20Naqeeb&query_place_id=ChIJA7mitg0_1moRJG77dixTBwk,5,525,ahmed-naqeeb-mount-waverley,Ahmed Naqeeb - Bariatric Surgeon Mount Waverley | Gastric Sleeve & Bypass,"Ahmed Naqeeb is an experienced bariatric surgeon in Mount Waverley with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",10.00,3,"Mount Waverley, VIC"
Whittlesea Health & Wellness,Whittlesea Health & Wellness,,,3,6,3/79-81 Church St,Whittlesea,VIC,Other,AU,+61397163322,+61 3 9716 3322,http://whittleseahw.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Whittlesea%20Health%20%26%20Wellness&query_place_id=ChIJH6hnVOC112oRt-i3IDFHHAw,5,525,whittlesea-health-wellness-whittlesea,Whittlesea Health & Wellness - Bariatric Surgeon Whittlesea | Gastric Sleeve & Bypass,"Whittlesea Health & Wellness is an experienced bariatric surgeon in Whittlesea with 5+ years experience. Rating: 3.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",9.00,3,"Whittlesea, VIC"
Dr Paul Burton,Paul Burton,Dr,,3.4,5,181/183 Wattletree Rd,Malvern,VIC,Melbourne,AU,+61385730000,+61 3 8573 0000,http://www.surgicalconsultinggroup.com.au/,Hospital,https://www.google.com/maps/search/?api=1&query=Dr%20Paul%20Burton&query_place_id=ChIJvYcnMORp1moR5qY3inMFRN8,5,525,paul-burton-malvern,Paul Burton - Bariatric Surgeon Malvern | Gastric Sleeve & Bypass,"Paul Burton is an experienced bariatric surgeon in Malvern with 5+ years experience. Rating: 3.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",8.50,3,"Malvern, VIC"
Savvy Bariatrics,Savvy Bariatrics,,general-bariatric,4,4,77 Willsmere Rd,Kew,VIC,Other,AU,+61412810078,+61 412 810 078,https://www.savvybariatrics.com/,Life coach,https://www.google.com/maps/search/?api=1&query=Savvy%20Bariatrics&query_place_id=ChIJk6SMg5dD1moRCqgwqW88IHI,5,525,savvy-bariatrics-kew,Savvy Bariatrics - Bariatric Surgeon Kew | Gastric Sleeve & Bypass,"Savvy Bariatrics is an experienced bariatric surgeon in Kew with 5+ years experience. Rating: 4.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",8.00,3,"Kew, VIC"
Breast & Body Clinic - Dr Michael Yunaev - Bella Vista,Breast & Body Clinic - Dr Michael Yunaev - Bella Vista,,,5,3,"Medical Centre, Norwest Private Hospital/9 Norbrik Dr",Bella Vista,NSW,Sydney,AU,+61298197449,+61 2 9819 7449,https://www.bbclinic.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Breast%20%26%20Body%20Clinic%20-%20Dr%20Michael%20Yunaev%20-%20Bella%20Vista&query_place_id=ChIJ1cWu9WejEmsRkce5pc7-1JU,5,525,breast-body-clinic-dr-michael-yunaev-bella-vista-bella-vista,Breast & Body Clinic - Dr Michael Yunaev - Bella Vista - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Breast & Body Clinic - Dr Michael Yunaev - Bella Vista is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Bella Vista, NSW"
Betterhealth Quarter Specialist Suites,Betterhealth Quarter Specialist Suites,,,5,3,"Level 2, Suite 19/13 Digitaria Dr",Gledswood Hills,NSW,Other,AU,+61281246737,+61 2 8124 6737,,Medical office,https://www.google.com/maps/search/?api=1&query=Betterhealth%20Quarter%20Specialist%20Suites&query_place_id=ChIJp5Cm5JTtEmsRrqilDOWzdqA,5,525,betterhealth-quarter-specialist-suites-gledswood-hills,Betterhealth Quarter Specialist Suites - Bariatric Surgeon Gledswood Hills | Gastric Sleeve & Bypass,"Betterhealth Quarter Specialist Suites is an experienced bariatric surgeon in Gledswood Hills with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Gledswood Hills, NSW"
Dr David Links,David Links,Dr,,5,3,"Prince Of Wales Private Hospital, Suite 19, Level 7 Barker St",Randwick,NSW,Sydney,AU,+61288600841,+61 2 8860 0841,http://www.drdavidlinks.com/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20David%20Links&query_place_id=ChIJg5ENau-zEmsRhVo6jfuRx4A,5,525,david-links-randwick,David Links - Bariatric Surgeon Randwick | Gastric Sleeve & Bypass,"David Links is an experienced bariatric surgeon in Randwick with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Randwick, NSW"
Sydney Sleeve Surgery,Sydney Sleeve Surgery,,gastric-sleeve,5,3,"Parkway San Clinic, Suite G12/172 Fox Valley Rd",Wahroonga,NSW,Sydney,AU,+61299806865,+61 2 9980 6865,https://sydneysleevesurgery.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Sydney%20Sleeve%20Surgery&query_place_id=ChIJY6Z2iKynEmsRuvTfu0n8qT4,5,525,sydney-sleeve-surgery-wahroonga,Sydney Sleeve Surgery - Bariatric Surgeon Wahroonga | Gastric Sleeve & Bypass,"Sydney Sleeve Surgery is an experienced bariatric surgeon in Wahroonga with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Wahroonga, NSW"
Dr. Sharon Marks,Sharon Marks,Dr.,,5,3,5 Chesterville Rd,Cheltenham,VIC,Other,AU,(013) 000 00180,+61 1300 000 180,,Doctor,https://www.google.com/maps/search/?api=1&query=Dr.%20Sharon%20Marks&query_place_id=ChIJcRSgMt9q1moR7Av20jryxJU,5,525,sharon-marks-cheltenham,Sharon Marks - Bariatric Surgeon Cheltenham | Gastric Sleeve & Bypass,"Sharon Marks is an experienced bariatric surgeon in Cheltenham with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Cheltenham, VIC"
Mr. Ian Michell,Ian Michell,Mr.,general-bariatric,5,3,163 Keilor Rd,Essendon,VIC,Other,AU,+61393795479,+61 3 9379 5479,https://www.surgicalweightlosssolutions.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.%20Ian%20Michell&query_place_id=ChIJx2raz_FC1moRKeGEdUGtNoc,5,525,ian-michell-essendon,Ian Michell - Bariatric Surgeon Essendon | Gastric Sleeve & Bypass,"Ian Michell is an experienced bariatric surgeon in Essendon with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Essendon, VIC"
Dr Kiron Bhatia,Kiron Bhatia,Dr,,5,3,8 Martin St,Heidelberg,VIC,Melbourne,AU,+61394576690,+61 3 9457 6690,http://www.kironbhatia.com.au/,Doctor,https://www.google.com/maps/search/?api=1&query=Dr%20Kiron%20Bhatia&query_place_id=ChIJA_U_KYZG1moRxO-Lszm6wzI,5,525,kiron-bhatia-heidelberg,Kiron Bhatia - Bariatric Surgeon Heidelberg | Gastric Sleeve & Bypass,"Kiron Bhatia is an experienced bariatric surgeon in Heidelberg with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Heidelberg, VIC"
Dr Mani Niazi - Langwarrin - MBSA,Mani Niazi - Langwarrin - MBSA,Dr,general-bariatric,5,3,"525 Mcclelland Dr Consulting Suites, Peninsula Private Hospital",Langwarrin,VIC,Other,AU,+61390130865,+61 3 9013 0865,https://www.loseweightsurgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Mani%20Niazi%20-%20Langwarrin%20-%20MBSA&query_place_id=ChIJt7JwXQUL1moRHe4P03qnkAI,5,525,mani-niazi-langwarrin-mbsa-langwarrin,Mani Niazi - Langwarrin - MBSA - Bariatric Surgeon Langwarrin | Gastric Sleeve & Bypass,"Mani Niazi - Langwarrin - MBSA is an experienced bariatric surgeon in Langwarrin with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Langwarrin, VIC"
Victorian Specialist Centre,Victorian Specialist Centre,,,5,3,Level 1/268 Manningham Rd,Templestowe Lower,VIC,Other,AU,(013) 008 63824,+61 1300 863 824,https://victorianspecialistcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Victorian%20Specialist%20Centre&query_place_id=ChIJXSIhIVlH1moR4tsc5cS8fHQ,5,525,victorian-specialist-centre-templestowe-lower,Victorian Specialist Centre - Bariatric Surgeon Templestowe Lower | Gastric Sleeve & Bypass,"Victorian Specialist Centre is an experienced bariatric surgeon in Templestowe Lower with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",7.50,3,"Templestowe Lower, VIC"
Dr Saras & Co,Saras & Co,Dr,,4.3,3,318 New South Head Rd,Double Bay,NSW,Other,AU,+61296929929,+61 2 9692 9929,https://drsarasandco.com.au/?utm_source=google&utm_medium=organic&utm_id=gmb-double-bay,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Dr%20Saras%20%26%20Co&query_place_id=ChIJUZnydOetEmsRgtrofzOX9S8,5,525,saras-co-double-bay,Saras & Co - Bariatric Surgeon Double Bay | Gastric Sleeve & Bypass,"Saras & Co is an experienced bariatric surgeon in Double Bay with 5+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",6.45,3,"Double Bay, NSW"
Melbourne Upper GI Surgical Group,Melbourne Upper GI Surgical Group,,,3.7,3,"Knox Private Hospital 4, 262 Mountain Hwy",Wantirna,VIC,Other,AU,+61395092608,+61 3 9509 2608,http://www.uppergi.net/,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Upper%20GI%20Surgical%20Group&query_place_id=ChIJwajP6gE81moRfD533Km0beM,5,525,melbourne-upper-gi-surgical-group-wantirna,Melbourne Upper GI Surgical Group - Bariatric Surgeon Wantirna | Gastric Sleeve & Bypass,"Melbourne Upper GI Surgical Group is an experienced bariatric surgeon in Wantirna with 5+ years experience. Rating: 3.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.55,3,"Wantirna, VIC"
Norwest GI,Norwest GI,,,5,2,10 Norbrik Dr,Bella Vista,NSW,Sydney,AU,+61298997322,+61 2 9899 7322,http://norwestgi.com.au/contact-us/latest-news/,Surgeon,https://www.google.com/maps/search/?api=1&query=Norwest%20GI&query_place_id=ChIJ__8_jaqYEmsRVaj8bmBs_Dk,5,525,norwest-gi-bella-vista,Norwest GI - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Norwest GI is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Bella Vista, NSW"
Dr Mark Boccola,Mark Boccola,Dr,,5,2,"Norwest Private Hospital, 11 Norbrik Dr",Bella Vista,NSW,Sydney,AU,+61287110134,+61 2 8711 0134,,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Dr%20Mark%20Boccola&query_place_id=ChIJpeSShACiEmsRleG9zjEduR0,5,525,mark-boccola-bella-vista,Mark Boccola - Bariatric Surgeon Bella Vista | Gastric Sleeve & Bypass,"Mark Boccola is an experienced bariatric surgeon in Bella Vista with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Bella Vista, NSW"
Dr Clare Bouffler,Clare Bouffler,Dr,,5,2,14/1A Barber Ave,Kingswood,NSW,Other,AU,+61288243300,+61 2 8824 3300,https://www.drclarebouffler.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Clare%20Bouffler&query_place_id=ChIJC-78w-mFEmsRkPyQgSiav04,5,525,clare-bouffler-kingswood,Clare Bouffler - Bariatric Surgeon Kingswood | Gastric Sleeve & Bypass,"Clare Bouffler is an experienced bariatric surgeon in Kingswood with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Kingswood, NSW"
Dr James Gallagher,James Gallagher,Dr,,5,2,Suite 314/100 Carillon Ave (Level 3 Rpah Medical Centre),Newtown,NSW,Sydney,AU,+61295655059,+61 2 9565 5059,https://oyri.xyz/business/dr-james-gallagher-t8hx8q,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20James%20Gallagher&query_place_id=ChIJJwF0oi2wEmsROQsfp6zkOnA,5,525,james-gallagher-newtown,James Gallagher - Bariatric Surgeon Newtown | Gastric Sleeve & Bypass,"James Gallagher is an experienced bariatric surgeon in Newtown with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Newtown, NSW"
Dr Richardson Arthur,Richardson Arthur,Dr,,5,2,185 Fox Valley Rd,Wahroonga,NSW,Sydney,AU,+61296870097,+61 2 9687 0097,http://www.arthurrichardson.com.au/,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Richardson%20Arthur&query_place_id=ChIJvUaZ46unEmsRynJv7tGqbTA,5,525,richardson-arthur-wahroonga,Richardson Arthur - Bariatric Surgeon Wahroonga | Gastric Sleeve & Bypass,"Richardson Arthur is an experienced bariatric surgeon in Wahroonga with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Wahroonga, NSW"
Berwick Colorectal and Surgical Specialists,Berwick Colorectal and Surgical Specialists,,,5,2,55 Kangan Dr,Berwick,VIC,Melbourne,AU,+61397070685,+61 3 9707 0685,https://bcass.com.au/contact/,Doctor,https://www.google.com/maps/search/?api=1&query=Berwick%20Colorectal%20and%20Surgical%20Specialists&query_place_id=ChIJ__9P1zoa1moRVuwq3ovNZVo,5,525,berwick-colorectal-and-surgical-specialists-berwick,Berwick Colorectal and Surgical Specialists - Bariatric Surgeon Berwick | Gastric Sleeve & Bypass,"Berwick Colorectal and Surgical Specialists is an experienced bariatric surgeon in Berwick with 5+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",5.00,3,"Berwick, VIC"
