business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url
HealthMint Medical Centre Croydon,HealthMint Medical Centre Croydon,,,4.8,452,"Shop Mmo3, 5-15 Kent Ave",Croydon,VIC,Other,AU,+61387770666,+61 3 8777 0666,https://healthmint.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=croydon,Medical Center,https://www.google.com/maps/search/?api=1&query=HealthMint%20Medical%20Centre%20Croydon&query_place_id=ChIJf9VAQIY71moRToAOWjE5Bew
Fitness Success,Fitness Success,,,4.7,36,423 Maroondah Hwy,Croydon North,VIC,Other,AU,+61397272278,+61 3 9727 2278,http://www.fitnesssuccess.com.au/,Physical fitness program,https://www.google.com/maps/search/?api=1&query=Fitness%20Success&query_place_id=ChIJdyvuJD8w1moR8fc2Izf9jxc
Dr. Paul J. Ah Tye,Paul J. Ah Tye,Dr.,,5,5,129 Cleeland St,Dandenong,VIC,Melbourne,AU,+61397939043,+61 3 9793 9043,https://cleelandspecialists.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Paul%20J.%20Ah%20Tye&query_place_id=ChIJa2o-iMMV1moRzKKwotyePeY
Lapsurgery Australia,Lapsurgery Australia,,,4.9,40,"Consulting Suites, 327 Gladstone Rd",Dandenong North,VIC,Melbourne,AU,+61397602777,+61 3 9760 2777,https://www.lapsurgeryaustralia.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Lapsurgery%20Australia&query_place_id=ChIJ9XSaIH071moRwOe6VkqXI8M
John Berends Implements,John Berends Implements,,,4.4,12,130 Frankston - Dandenong Rd,Dandenong South,VIC,Melbourne,AU,+61397912494,+61 3 9791 2494,https://www.johnberendsimplements.com.au/,Farm equipment supplier,https://www.google.com/maps/search/?api=1&query=John%20Berends%20Implements&query_place_id=ChIJyY8q2twT1moRrwRp7z7byY4
My Body Vibes Doncaster,My Body Vibes Doncaster,,,5,20,"Westfield Doncaster Shopping Centre, Level G/619 Doncaster Rd",Doncaster,VIC,Other,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Doncaster&query_place_id=ChIJkQt18NJH1moR8JFFrAvdwBw
Body Catalyst Doncaster,Body Catalyst Doncaster,,,4.9,111,Shop G053/619 Doncaster Rd,Doncaster,VIC,Other,AU,+61383839472,+61 3 8383 9472,https://www.bodycatalyst.com.au/locations/doncaster-westfield/?utm_source=gmb&utm_medium=organic&utm_term&utm_content&utm_campaign=gmb-doncaster-westfield,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Catalyst%20Doncaster&query_place_id=ChIJWfEgxmBH1moR5RGUPC5WLoY
Andviv Pty Ltd,Andviv Pty Ltd,,,,0,26 Larkspur Ave,Doncaster,VIC,Other,AU,+61398406677,+61 3 9840 6677,https://www.andviv.com/,Computer consultant,https://www.google.com/maps/search/?api=1&query=Andviv%20Pty%20Ltd&query_place_id=ChIJmcLJV2dH1moRjQ-Nyw7rLKI
Health Dash |Dr Mitra Zarrati |Accredited Practising Dietitian |Care Plan Accepted,Health Dash |Dr Mitra Zarrati |Accredited Practising Dietitian |Care Plan Accepted,,,5,62,3 Wonuka Ct,Doncaster East,VIC,Other,AU,+61416549291,+61 416 549 291,https://healthdash.com.au/,Dietitian,https://www.google.com/maps/search/?api=1&query=Health%20Dash%20%7CDr%20Mitra%20Zarrati%20%7CAccredited%20Practising%20Dietitian%20%7CCare%20Plan%20Accepted&query_place_id=ChIJJYp2f8k51moR7F-Q4w-dz10
Verve Family Doctors,Verve Family Doctors,,,4.8,394,Suite 5/90 Mitcham Rd,Donvale,VIC,Other,AU,+61398422555,+61 3 9842 2555,https://vervefamilydoctors.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Verve%20Family%20Doctors&query_place_id=ChIJm1Na0f041moRNq4dMdfsoaE
Dr Nicole Winter,Nicole Winter,Dr,,5,7,Suite 301/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,https://mwls.com.au/our-team,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Nicole%20Winter&query_place_id=ChIJ_88BV3JD1moRDxcx0SgnBrU
Surgery Support,Surgery Support,,,5,6,Suite 301 Level 3/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61391346807,+61 3 9134 6807,,Health consultant,https://www.google.com/maps/search/?api=1&query=Surgery%20Support&query_place_id=ChIJaU4oHldD1moR_0L9yjL9X6c
Melbourne Weight Loss Solutions,Melbourne Weight Loss Solutions,,general-bariatric,5,42,Suite 301 Level 3/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,http://www.mwls.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Solutions&query_place_id=ChIJcUUbFOhC1moRw4GpscB_Jaw
Nutrition Solutions Victoria,Nutrition Solutions Victoria,,,5,4,62 Wellington Parade,East Melbourne,VIC,Melbourne,AU,+61394174087,+61 3 9417 4087,https://nutritionsolutionsvictoria.com.au/,Nutritionist,https://www.google.com/maps/search/?api=1&query=Nutrition%20Solutions%20Victoria&query_place_id=ChIJcUUbFOhC1moRnpRy7JHejsU
Melbourne Breast Unit,Melbourne Breast Unit,,,4.6,36,"Level 1, Suite 113/320 Victoria Parade",East Melbourne,VIC,Melbourne,AU,+61394191166,+61 3 9419 1166,http://www.breastunit.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Breast%20Unit&query_place_id=ChIJ3-hKzelC1moRJfkrTl81crA
Winnett Specialist Group,Winnett Specialist Group,,,4.6,30,382 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394171555,+61 3 9417 1555,http://www.winnettspecialistgroup.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Winnett%20Specialist%20Group&query_place_id=ChIJOTGflulm1moRvmb8bDwwLAU
A/Prof. Michael Hii,Michael Hii,A/Prof.,,4.9,28,Suite 301/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,http://www.mwls.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=A%2FProf.%20Michael%20Hii&query_place_id=ChIJ_6rD1cRC1moRbZXzqKoNazA
Melbourne Gastro-Oesophageal Surgery,Melbourne Gastro-Oesophageal Surgery,,,5,14,Suite 301/100 Victoria Parade,East Melbourne,VIC,Melbourne,AU,+61394164418,+61 3 9416 4418,https://www.mgos.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Melbourne%20Gastro-Oesophageal%20Surgery&query_place_id=ChIJaVXC1cRC1moR79fFWknBuPc
Mr Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne,Jacob Vanyai | MOGGS | Melbourne Oesophagogastric and General Surgery | East Melbourne,Mr,,5,1,"Epworth Freemasons, Level 1/124 Grey St",East Melbourne,VIC,Melbourne,AU,+61383703188,+61 3 8370 3188,http://moggs.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Jacob%20Vanyai%20%7C%20MOGGS%20%7C%20Melbourne%20Oesophagogastric%20and%20General%20Surgery%20%7C%20East%20Melbourne&query_place_id=ChIJR8ELQblD1moRAUhIgdUbVIA
Andre Obradovic Which Path Coaching Pty Ltd,Andre Obradovic Which Path Coaching Pty Ltd,,,5,78,149 Pitt St,Eltham,VIC,Other,AU,(013) 006 10696,+61 1300 610 696,http://andreobradovic.com/,Health consultant,https://www.google.com/maps/search/?api=1&query=Andre%20Obradovic%20Which%20Path%20Coaching%20Pty%20Ltd&query_place_id=ChIJGTuPH8Q31moRTXPE8oe_2oA
Northend Medical,Northend Medical,,,4,804,48-50 Childs Rd,Epping,VIC,Other,AU,+61394088800,+61 3 9408 8800,http://www.northendmedical.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Northend%20Medical&query_place_id=ChIJpQdb7N1O1moRv7CRV-B0930
Northern Specialist Group,Northern Specialist Group,,,5,5,"Northern Private Hospital, Level 2, Suite 11/12 Osburn Pl",Epping,VIC,Other,AU,(013) 006 78474,+61 1300 678 474,https://www.northernspecialistgroup.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Northern%20Specialist%20Group&query_place_id=ChIJC2YYaJBP1moRnAfCKgErVkk
Melbourne Weight Loss Centre- Dr. Andrew Huo,Melbourne Weight Loss Centre- Dr. Andrew Huo,,general-bariatric,5,1,Level 2/230 Cooper St,Epping,VIC,Other,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Centre-%20Dr.%20Andrew%20Huo&query_place_id=ChIJhT9dRFxP1moRdek56kqNP4s
Northern Surgical Care,Northern Surgical Care,,,5,1,12 Osburn Pl,Epping,VIC,Other,AU,(013) 000 52415,+61 1300 052 415,http://northernsurgicalcare.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Northern%20Surgical%20Care&query_place_id=ChIJkfz7RfpO1moRqnEDfh_iAsM
Moonee Valley Specialist Centre,Moonee Valley Specialist Centre,,,4.9,617,1003 Mt Alexander Rd,Essendon,VIC,Other,AU,+61393720372,+61 3 9372 0372,http://www.mvscentre.com.au/?utm_source=local&utm_medium=organic&utm_campaign=gmb,Gastroenterologist,https://www.google.com/maps/search/?api=1&query=Moonee%20Valley%20Specialist%20Centre&query_place_id=ChIJb9hULItc1moRujKaU217JEw
Surgical Weight Loss Solutions,Surgical Weight Loss Solutions,,general-bariatric,5,4,163 Keilor Rd,Essendon,VIC,Other,AU,+61393795479,+61 3 9379 5479,http://www.surgicalweightlosssolutions.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Surgical%20Weight%20Loss%20Solutions&query_place_id=ChIJubvpgQtc1moRBJOW0tPM5YE
Mr. Ian Michell,Ian Michell,Mr.,general-bariatric,5,3,163 Keilor Rd,Essendon,VIC,Other,AU,+61393795479,+61 3 9379 5479,https://www.surgicalweightlosssolutions.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.%20Ian%20Michell&query_place_id=ChIJx2raz_FC1moRKeGEdUGtNoc
Specialist Surgical Group - Essendon,Specialist Surgical Group - Essendon,,,5,1,163 Keilor Rd,Essendon,VIC,Other,AU,+61394667338,+61 3 9466 7338,https://specialistsurgicalgroup.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Specialist%20Surgical%20Group%20-%20Essendon&query_place_id=ChIJBYg0qvxd1moRCWsoqdsneKg
Deconstructing Diabetes - Simplify Eating with Diabetes,Deconstructing Diabetes - Simplify Eating with Diabetes,,,4.9,15,180 Queens Parade,Fitzroy North,VIC,Other,AU,+61477962832,+61 477 962 832,https://deconstructingdiabetes.com.au/,Nutritionist,https://www.google.com/maps/search/?api=1&query=Deconstructing%20Diabetes%20-%20Simplify%20Eating%20with%20Diabetes&query_place_id=ChIJubvpgQtc1moRDtnnVY2hfho
Healthy Fit,Healthy Fit,,,4.9,131,191 St Georges Rd,Fitzroy North,VIC,Other,AU,+61394862822,+61 3 9486 2822,http://www.healthyfit.com.au/,Gym,https://www.google.com/maps/search/?api=1&query=Healthy%20Fit&query_place_id=ChIJrdN7RxVD1moRU8fg_nIK4tk
Eastern Health Forest Hill - Mental Health,Eastern Health Forest Hill - Mental Health,,,1,2,Level2/353 Burwood Hwy,Forest Hill,VIC,Other,AU,,,https://www.easternhealth.org.au/,Mental health service,https://www.google.com/maps/search/?api=1&query=Eastern%20Health%20Forest%20Hill%20-%20Mental%20Health&query_place_id=ChIJ8TuTO2w_1moRhQWTe7iQNy0
Mr Geoffrey Draper,Geoffrey Draper,Mr,,4.5,8,Suite 7/525 Mcclelland Dr,Frankston,VIC,Melbourne,AU,+61397707189,+61 3 9770 7189,https://www.geoffreydraper.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Geoffrey%20Draper&query_place_id=ChIJdxC1XRsL1moR6-8H1TncGLk
Medical Centre Frankston,Medical Centre Frankston,,,4.7,518,54/56 Cranbourne Rd,Frankston,VIC,Melbourne,AU,+61397832445,+61 3 9783 2445,https://familydoctor.com.au/medicalcentrefrankston/,Medical Center,https://www.google.com/maps/search/?api=1&query=Medical%20Centre%20Frankston&query_place_id=ChIJfVyVcdF01moRCu5WeTQzSck
Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre,Mr.Niruben Rajasagaram | Victorian Specialist Surgery & Weight loss centre,Mr.,general-bariatric,4.7,38,"Peninsula Private Hospital Sessional Suites, Mezzanine Level/525 Mcclelland Dr",Frankston,VIC,Melbourne,AU,+61385480318,+61 3 8548 0318,https://www.nirubenrajasagaram.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Mr.Niruben%20Rajasagaram%20%7C%20Victorian%20Specialist%20Surgery%20%26%20Weight%20loss%20centre&query_place_id=ChIJFZ3hHS4L1moRtEnbf2OPIeQ
ACTIVE ONE Health Professional Group,ACTIVE ONE Health Professional Group,,,4.6,36,25 Yuille St,Frankston,VIC,Melbourne,AU,+61387070830,+61 3 8707 0830,http://www.activeonegroup.com/,Medical Center,https://www.google.com/maps/search/?api=1&query=ACTIVE%20ONE%20Health%20Professional%20Group&query_place_id=ChIJg06bIj111moRIqEYvETzJfE
My Body Vibes Frankston Bayside,My Body Vibes Frankston Bayside,,,4.9,179,"Bayside Shopping Centre, Shop 186/28 Beach St",Frankston,VIC,Melbourne,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/frankston-cosmetic-clinic,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Frankston%20Bayside&query_place_id=ChIJyXvoVyp11moRq0P6yltfZ_s
MP Sports Physicians,MP Sports Physicians,,,4.5,13,1/20 Clarendon St,Frankston,VIC,Melbourne,AU,+61397702398,+61 3 9770 2398,http://www.mpsportsphysicians.com.au/,Sports medicine clinic,https://www.google.com/maps/search/?api=1&query=MP%20Sports%20Physicians&query_place_id=ChIJm9fu7il11moRcJ0H5vFd6K4
BFT Frankston,BFT Frankston,,,5,107,40-46 Mcmahons Rd,Frankston,VIC,Melbourne,AU,+61405194405,+61 405 194 405,https://www.bft.fit/frankston-googlebusiness,Fitness center,https://www.google.com/maps/search/?api=1&query=BFT%20Frankston&query_place_id=ChIJAUqT19111moRN8LaO1vkVMA
Melbourne Bariatrics Peninsula,Melbourne Bariatrics Peninsula,,general-bariatric,,0,Suite 7/525 Mcclelland Dr,Frankston,VIC,Melbourne,AU,+61397707189,+61 3 9770 7189,https://www.melbournebariatrics.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Bariatrics%20Peninsula&query_place_id=ChIJ92HYQqEL1moR7ALeR-4-a54
Glen Iris Private,Glen Iris Private,,,4.7,26,314 Warrigal Rd,Glen Iris,VIC,Other,AU,+61388082300,+61 3 8808 2300,https://curagroup.com.au/hospital/glen-iris-private/,Private hospital,https://www.google.com/maps/search/?api=1&query=Glen%20Iris%20Private&query_place_id=ChIJKbWbNjVA1moRZT6u3HTVrfQ
Dr. Ina Takkar,Ina Takkar,Dr.,,5,9,372 Blackburn Rd,Glen Waverley,VIC,Melbourne,AU,+61395812609,+61 3 9581 2609,https://www.elinaweightloss.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Dr.%20Ina%20Takkar&query_place_id=ChIJC3o7g_o_1moRJ0uP2Nxkhww
Waverley General Practice,Waverley General Practice,,,4.8,544,370 Blackburn Rd,Glen Waverley,VIC,Melbourne,AU,+61398028155,+61 3 9802 8155,http://www.waverleygp.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Waverley%20General%20Practice&query_place_id=ChIJfdRPgfo_1moRrvHkFY0HQLg
Elina Medical Weight Loss Clinic,Elina Medical Weight Loss Clinic,,general-bariatric,4.2,38,Unit 3/370 Blackburn Rd,Glen Waverley,VIC,Melbourne,AU,+61395812609,+61 3 9581 2609,https://www.elinaweightloss.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Elina%20Medical%20Weight%20Loss%20Clinic&query_place_id=ChIJMUUqg_o_1moRLVD3nQrgscs
Nezeal Medical and Aesthetic Clinic,Nezeal Medical and Aesthetic Clinic,,,4.9,215,325 Springvale Rd,Glen Waverley,VIC,Melbourne,AU,+61468778333,+61 468 778 333,http://www.nezealskinclinic.com.au/,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Nezeal%20Medical%20and%20Aesthetic%20Clinic&query_place_id=ChIJfVgNzYM_1moR5on4TnDhEG0
L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店,L2 Skin & Beauty Clinics｜澳洲连锁医美中心L2 Glen店,,,5,20,"235, Shop G/057 Springvale Rd",Glen Waverley,VIC,Melbourne,AU,+61421799788,+61 421 799 788,,Beauty salon,https://www.google.com/maps/search/?api=1&query=L2%20Skin%20%26%20Beauty%20Clinics%EF%BD%9C%E6%BE%B3%E6%B4%B2%E8%BF%9E%E9%94%81%E5%8C%BB%E7%BE%8E%E4%B8%AD%E5%BF%83L2%20Glen%E5%BA%97&query_place_id=ChIJgS-o1Ds_1moRNZyvy9RngaI
Dr Jan Parker - Weight Loss Doctor,Jan Parker,Dr,general-bariatric,,0,370 Blackburn Rd,Glen Waverley,VIC,Melbourne,AU,+61395812609,+61 3 9581 2609,,Weight loss service,https://www.google.com/maps/search/?api=1&query=Dr%20Jan%20Parker%20-%20Weight%20Loss%20Doctor&query_place_id=ChIJHSdIaX4_1moRPVmLJ-tldvo
Livac,Livac,,,,0,17 Lynch St,Hawthorn,VIC,Other,AU,,,http://www.livac.com.au/,Medical technology manufacturer,https://www.google.com/maps/search/?api=1&query=Livac&query_place_id=ChIJzynVa3xC1moR2MEyWMUnWog
Coco Ruby Plastic Surgery,Coco Ruby Plastic Surgery,,,4.9,271,759 Burwood Rd,Hawthorn East,VIC,Other,AU,+61388491400,+61 3 8849 1400,https://cocorubyplasticsurgery.com.au/?utm_source=Google&utm_medium=organic&utm_campaign=gmb,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Coco%20Ruby%20Plastic%20Surgery&query_place_id=ChIJzxXcGYBB1moRziMyGg7VHJk
Complete Solutions,Complete Solutions,,,5,119,105/12 Cato St,Hawthorn East,VIC,Other,AU,+61398281900,+61 3 9828 1900,https://completeweightlosssolutions.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Complete%20Solutions&query_place_id=ChIJSQ1aSBlC1moRc5rJtw14nyw
Healesville Hospital and Yarra Valley Health,Healesville Hospital and Yarra Valley Health,,,4.2,46,377 Maroondah Hwy,Healesville,VIC,Other,AU,,,https://www.easternhealth.org.au/locations/healesville-hospital-and-yarra-valley-health,Hospital,https://www.google.com/maps/search/?api=1&query=Healesville%20Hospital%20and%20Yarra%20Valley%20Health&query_place_id=ChIJ5SICYIcpKGsRcGEwBXZWBA8
"Dr Alex Craven - Bariatric, Upper Gastrointestinal and General Surgeon",Alex Craven,Dr,general-bariatric,4.8,6,216 Burgundy St,Heidelberg,VIC,Melbourne,AU,+61398523777,+61 3 9852 3777,https://dralexcraven.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Alex%20Craven%20-%20Bariatric%2C%20Upper%20Gastrointestinal%20and%20General%20Surgeon&query_place_id=ChIJ94d_fT9H1moRDfaiCF3v9K4
Heidelberg,Heidelberg,,,5,4,7/8 Martin St,Heidelberg,VIC,Melbourne,AU,+61394576690,+61 3 9457 6690,http://www.weightlosssurgerymelbourne.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Heidelberg&query_place_id=ChIJA_U_KYZG1moR_tn-0XMhq30
Dr Kiron Bhatia,Kiron Bhatia,Dr,,5,3,8 Martin St,Heidelberg,VIC,Melbourne,AU,+61394576690,+61 3 9457 6690,http://www.kironbhatia.com.au/,Doctor,https://www.google.com/maps/search/?api=1&query=Dr%20Kiron%20Bhatia&query_place_id=ChIJA_U_KYZG1moRxO-Lszm6wzI
Warringal Private Hospital,Warringal Private Hospital,,,3.6,231,216 Burgundy St,Heidelberg,VIC,Melbourne,AU,+61392741300,+61 3 9274 1300,http://www.warringalprivate.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Warringal%20Private%20Hospital&query_place_id=ChIJO-Yhh4hG1moRuk_iJrmLdgo
Obesity Surgery Melbourne,Obesity Surgery Melbourne,,general-bariatric,,0,214 Burgundy St,Heidelberg,VIC,Melbourne,AU,+61394287556,+61 3 9428 7556,,Doctor,https://www.google.com/maps/search/?api=1&query=Obesity%20Surgery%20Melbourne&query_place_id=ChIJlcGVhYhG1moRNVLKHtsRwA4
Endocrine Specialist Centre,Endocrine Specialist Centre,,,3.7,31,Level 2 Suite 9/50 Upper Heidelberg Rd,Ivanhoe,VIC,Other,AU,+61394592699,+61 3 9459 2699,http://endocrine.net.au/,Endocrinologist,https://www.google.com/maps/search/?api=1&query=Endocrine%20Specialist%20Centre&query_place_id=ChIJEztle4tG1moRBxvi7mabrX0
Keilor Medical Clinic,Keilor Medical Clinic,,,3.7,562,Shop 4/8-12 Copernicus Way,Keilor Downs,VIC,Other,AU,+61393667977,+61 3 9366 7977,https://qualitashealth.com.au/our-practices/keilor-medical-clinic/,Medical Center,https://www.google.com/maps/search/?api=1&query=Keilor%20Medical%20Clinic&query_place_id=ChIJ-3WLxspY1moR1PvBIfDuZS8
Precision Integrated Medical Specialists,Precision Integrated Medical Specialists,,,4.2,6,260 Cotham Rd,Kew,VIC,Other,AU,+61388620000,+61 3 8862 0000,http://www.pimshealth.com.au/,Medical group,https://www.google.com/maps/search/?api=1&query=Precision%20Integrated%20Medical%20Specialists&query_place_id=ChIJI2D54zJD1moRt2IwX0lLrGc
Savvy Bariatrics,Savvy Bariatrics,,general-bariatric,4,4,77 Willsmere Rd,Kew,VIC,Other,AU,+61412810078,+61 412 810 078,https://www.savvybariatrics.com/,Life coach,https://www.google.com/maps/search/?api=1&query=Savvy%20Bariatrics&query_place_id=ChIJk6SMg5dD1moRCqgwqW88IHI
Evolve Performance Method,Evolve Performance Method,,,5,30,255 Colchester Rd,Kilsyth South,VIC,Other,AU,,,https://www.epmcoaching.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=Evolve%20Performance%20Method&query_place_id=ChIJTcSCHS071moR2evT4rFivcc
Upper Gastrointestinal Robotic Surgery,Upper Gastrointestinal Robotic Surgery,,,5,7,525 Mcclelland Dr Suite 16 Peninsula Private Hospital,Langwarrin,VIC,Other,AU,+61395094811,+61 3 9509 4811,https://uppergiroboticsurgery.com/,Medical group,https://www.google.com/maps/search/?api=1&query=Upper%20Gastrointestinal%20Robotic%20Surgery&query_place_id=ChIJR_7dMHEL1moRGF8Ppq6bsPw
Dr Mani Niazi - Langwarrin - MBSA,Mani Niazi - Langwarrin - MBSA,Dr,general-bariatric,5,3,"525 Mcclelland Dr Consulting Suites, Peninsula Private Hospital",Langwarrin,VIC,Other,AU,+61390130865,+61 3 9013 0865,https://www.loseweightsurgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Mani%20Niazi%20-%20Langwarrin%20-%20MBSA&query_place_id=ChIJt7JwXQUL1moRHe4P03qnkAI
Gym Code 1:1 Personal Coaching Studio,Gym Code 1:1 Personal Coaching Studio,,,5,169,25 Crown St,Laverton,VIC,Other,AU,+61406846814,+61 406 846 814,http://www.gymcode.com.au/,Health consultant,https://www.google.com/maps/search/?api=1&query=Gym%20Code%201%3A1%20Personal%20Coaching%20Studio&query_place_id=ChIJY83xBMaJ1moRrxnVT5b2DXU
Lilydale Doctors,Lilydale Doctors,,,4.6,79,104 Main St,Lilydale,VIC,Other,AU,+61390888177,+61 3 9088 8177,http://www.lilydaledoctors.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Lilydale%20Doctors&query_place_id=ChIJ0x2EtIwv1moR_L0NjIfVu_Q
Main Street Cosmetic & Skin,Main Street Cosmetic & Skin,,,4.8,135,285 Main St,Lilydale,VIC,Other,AU,+61397393830,+61 3 9739 3830,https://mainstreetcosmetic.com.au/?utm_source=google&utm_medium=local&utm_campaign=GBP,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Main%20Street%20Cosmetic%20%26%20Skin&query_place_id=ChIJgTO__V0u1moRZ0xCTLoTAxk
Mr Richard Chen,Richard Chen,Mr,,4.5,8,"Suite 44, Cabrini Hospital, 183 Wattletree Rd",Malvern,VIC,Melbourne,AU,+61385730088,+61 3 8573 0088,https://www.drrichardchen.com.au/,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Richard%20Chen&query_place_id=ChIJGTvULeRp1moR0HlrHB_IsMo
Dr Paul Burton,Paul Burton,Dr,,3.4,5,181/183 Wattletree Rd,Malvern,VIC,Melbourne,AU,+61385730000,+61 3 8573 0000,http://www.surgicalconsultinggroup.com.au/,Hospital,https://www.google.com/maps/search/?api=1&query=Dr%20Paul%20Burton&query_place_id=ChIJvYcnMORp1moR5qY3inMFRN8
Dr. Andrew Greensmith,Andrew Greensmith,Dr.,,4.9,224,253 Wattletree Rd,Malvern,VIC,Melbourne,AU,+61395089508,+61 3 9508 9508,,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Andrew%20Greensmith&query_place_id=ChIJX-50I_tp1moRyE2rnZ2GyDA
Surgical Consulting Group,Surgical Consulting Group,,,,0,44/181-183 Wattletree Rd,Malvern,VIC,Melbourne,AU,+61385730000,+61 3 8573 0000,http://www.surgicalconsultinggroup.com.au/,Hospital,https://www.google.com/maps/search/?api=1&query=Surgical%20Consulting%20Group&query_place_id=ChIJvYcnMORp1moRUc7E2QxHQF0
Me Clinic | Plastic & Cosmetic Surgery Melbourne,Me Clinic | Plastic & Cosmetic Surgery Melbourne,,,4.3,83,4 Burke Rd,Malvern East,VIC,Melbourne,AU,+61395693511,+61 3 9569 3511,https://www.meclinic.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Me%20Clinic%20%7C%20Plastic%20%26%20Cosmetic%20Surgery%20Melbourne&query_place_id=ChIJex9kR_Vp1moRWHF_VH0QYLc
Dr Amir Faham,Amir Faham,Dr,,5,68,21-23 Chadstone Rd,Malvern East,VIC,Melbourne,AU,+61395690688,+61 3 9569 0688,http://dramirfaham.com.au/,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20Amir%20Faham&query_place_id=ChIJZdGft9WJ1moRhTh3Umdw_lI
Body And Health Solutions,Body And Health Solutions,,general-bariatric,4.9,19,11 Thomas Holmes St,Maribyrnong,VIC,Other,AU,+61393178919,+61 3 9317 8919,http://bodyandhealthsolutions.net.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Body%20And%20Health%20Solutions&query_place_id=ChIJyc0AK8Fd1moRL6Tn2QeHgWY
The Alfred,The Alfred,,,3.8,841,55 Commercial Rd,Melbourne,VIC,Melbourne,AU,+61390762000,+61 3 9076 2000,http://www.alfredhealth.org.au/the-alfred,General hospital,https://www.google.com/maps/search/?api=1&query=The%20Alfred&query_place_id=ChIJYeYFDRho1moRUF8wBXZWBA8
Professor Wendy Brown,Wendy Brown,Professor,,4.3,6,"Suite 7, Level 1/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,+61386520373,+61 3 8652 0373,https://tyox.org/business/professor-wendy-brown-oi8ifv,Gastrointestinal surgeon,https://www.google.com/maps/search/?api=1&query=Professor%20Wendy%20Brown&query_place_id=ChIJQUHlo2tp1moRLkL0_JR5ELE
